ticker,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,logo_url,zip
ASELS.IS,Industrials,10532.0,"Aselsan Elektronik Sanayi ve Ticaret Anonim Sirketi engages in the research, development, engineering, production, testing, assembly, integration, sale, after sales support, consultancy, and trading of software, equipment, systems, tools, materials, and platforms. The company operates through five divisions: Communication and Information Technologies; Radar and Electronic Warfare Systems; Defense Systems Technologies; Microelectronics, Guidance & Electro-Optics; and Transportation, Security, Energy, Automation and Medical Systems. It offers satellite payloads and ground systems, disaster and emergency management systems, electronic cloud solutions, ID control/tracking, electronic public service solutions and secure data center control and monitoring systems, avionics systems, air and missile defense systems, and security and radar systems. The company also designs, develops, and deploys electronic toll collection systems, advanced traffic management systems, and automation systems; energy management and smart grid systems, hybrid energy systems, and power converters; and radios, repeaters, peripherals and accessories, mobile communication technologies, digital tachograph, multi-purpose transceiver, and system solutions and architectures. In addition, it is involved in the design, development, and integration of naval combat systems; military communication and electro optic systems, microwave products, naval systems, unmanned and electronic warfare systems, land weapons systems, transportation systems, cryptography and information security systems, and command control communications computer systems. Aselsan Elektronik Sanayi ve Ticaret Anonim Sirketi offers its products and services for army, navy, air force, and aerospace applications in Turkey and internationally. The company was founded in 1975 and is based in Ankara, Turkey. Aselsan Elektronik Sanayi ve Ticaret Anonim Sirketi is a subsidiary of Turkish Armed Forces Foundation.",Ankara,90 312 592 60 00,Turkey,[],https://www.aselsan.com.tr,1.0,Mehmet Akif Ersoy Mahallesi Istiklal Mar,90 312 354 13 02,Aerospace & Defense,Cadde No: 16 Yenimahalle,0.25773,0.35107,0.31212,3565613056.0,0.704,0.23667,6186813952.0,17.56,hold,6648911000.0,-5305424384.0,28.46,29.38,0.64,1.4,0.0795,10.0,27.49,29.016,0.33973998,32.0,2222948096.0,8444776960.0,24005482496.0,0.975,TRY,10.529,0.702,2.6,IST,ASELSAN,Aselsan Elektronik Sanayi ve Ticaret Anonim Sirketi,Europe/Istanbul,TRST,False,10800000,,EQUITY,ASELS.IS,,,finmb_879838,,tr_market,,2.744,,10.647,0.83953035,,,,2280000000.0,,,,12.663,,,,1640908800.0,0.033570003,8427691008.0,3.7,0.201754,-0.13021445,2.3201451,0.74195,1703980800.0,,1656547200.0,,,588354000.0,0.549145,65871372288.0,2.0,,1596585600.0,2:1,,1668556800.0,,0.64,2.7904625,,,,,,,,0.0,,,28.66,29.0,23.65225,0.007048151,0.0475,,29.74,,99033323.0,28.66,23.9324,0.202,29.0,,99033323.0,,,0.2,1668556800.0,,,28.98,TRY,7.9405403,49173699.0,,,,66986397696.0,,,50512436.0,28.98,29.38,0.0,49173699.0,29.74,,0.55,14.46,29.34,False,0.0076,0.0,29.74,,29.38,https://logo.clearbit.com/aselsan.com.tr,06200
AYDEM.IS,Utilities,537.0,"Aydem Yenilenebilir Enerji A.S. engages in renewable energy generation in Turkey. The company operates 20 hydroelectric, 3 wind, 1 geothermal, and 1 biogas power plants with a total installed capacity of 1,020 megawatts. It also produces electricity using solar resources. The company was founded in 1995 and is based in Merkezefendi, Turkey.",Merkezefendi,90 258 242 27 76,Turkey,[],https://www.aydemyenilenebilir.com.tr,1.0,Adalet Mahallesi Hasan Gönüllü Bulvari,90 258 242 27 78,Utilities—Renewable,No: 15/1,0.86804,0.21052,0.58689,1947675136.0,2.182,0.63132,2295901440.0,,none,512919646.0,-767234496.0,,13.34,11.2,2.119,0.057789996,,,138.798,0.07867,,1551864192.0,12284282880.0,2644935424.0,2.228,TRY,3.747,2.09,,IST,AYDEM ENERJI,Aydem Yenilenebilir Enerji A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,AYDEM.IS,,,finmb_688315633,,tr_market,,7.563,,8.713,0.8858774,,,,705000000.0,,,,12.705,,,,1640908800.0,0.00901,556800384.0,0.25,,-0.13021445,1.0499803,0.84206,1703980800.0,,1656547200.0,,,128475206.0,,20004255744.0,2.0,,,,,,,11.85,3.555739,,,,,,,,0.0,,,13.08,13.21,8.47795,0.0,0.0,,13.52,,8959179.0,13.08,10.689,0.0,13.21,,8959179.0,,,,,,,13.16,TRY,53.36,2321837.0,,,,9404699648.0,,,5710150.0,13.16,13.35,,2321837.0,14.59,,,5.9,13.33,False,,,13.52,,13.34,https://logo.clearbit.com/aydemyenilenebilir.com.tr,
BASGZ.IS,Utilities,663.0,"Baskent Dogalgaz Dagitim Gayrimenkul Yatirim Ortakligi A.S. provides natural gas distribution services in Ankara. The company was incorporated in 2007 and is headquartered in Ankara, Turkey. Baskent Dogalgaz Dagitim Gayrimenkul Yatirim Ortakligi A.S. is a subsidiary of Torunlar Enerji Sanayi Ve Tic.A.S.",Ankara,90 312 584 04 29,Turkey,[],https://www.baskentdogalgaz.com.tr,1.0,Ufuk Ueniversitesi Caddesi,90 312 230 81 09,Utilities—Regulated Gas,Kizilirmak Mahallesi No:13/AB Cukurambar,0.019340001,0.0358,0.098400004,1570481024.0,1.88,0.0047400002,209216624.0,,none,818768531.0,743732352.0,,16.26,,0.891,0.00527,,,47.537,0.20134,,2809530112.0,833684352.0,10820037632.0,4.014,TRY,15.457,0.881,,IST,BASKENT DOGALGAZ GMYO,Baskent Dogalgaz Dagitim Gayrimenkul Yatirim Ortakligi A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,BASGZ.IS,,,finmb_657012731,,tr_market,,0.897,,46.398,,,,,,,,,2.505,,,,1640908800.0,0.00588,387383840.0,0.934,0.2,-0.13021445,6.491018,0.85346,1703980800.0,,1656547200.0,,,105980000.0,,9707154432.0,2.0,,,,,1657065600.0,,,,,,,,,,,,,,16.0,16.08,,0.065,,,16.35,,,16.0,,1.04,16.08,,,,,,1657065600.0,,,16.07,TRY,17.408993,2213435.0,,,,,,,,16.07,16.26,,2213435.0,16.35,,,16.07,16.26,False,,,16.35,,16.26,https://logo.clearbit.com/baskentdogalgaz.com.tr,
BERA.IS,Industrials,3784.0,"Bera Holding A.S. operates in the paper and cardboard, machinery, oil, construction and building materials, marble, textiles, tourism, and food sectors worldwide. The company engages in the paper production facilities; cardboard and packaging services; production and marketing of bearings under the URB brand; operation of the storage, filling, and distribution of liquid petroleum gas (LPG) as cylinder gas, bulk gas, and autogas; and provides flour, semolina, pulses, pasta, biscuits, marshmallows, and wafers. It also offers construction services to housing complexes, shopping centers, hotels, hospitals, administrative buildings, factory buildings, industrial facility buildings, social and cultural facility buildings, schools, and concept projects; marble and minerals; knitted fabrics; and operates hotels. The company was formerly known as Kombassan Holding A.S. and changed its name to Bera Holding A.S. in July 2017. Bera Holding A.S. was founded in 1988 and is based in Konya, Turkey.",Konya,90 332 221 20 00,Turkey,[],https://www.beraholding.com.tr,1.0,Nisantasi Mah. Dr. M. Hulusi Baybal Cd.,90 332 236 43 40,Conglomerates,Bera Is Merkezi No:12 SelCuklu,0.23608999,0.19231,0.29679,948836800.0,1.318,0.21349001,1477898752.0,,none,1001458629.0,-536762368.0,,17.18,3.047,2.038,0.121700004,,,15.312,0.35880002,,1146166016.0,900526656.0,6259829760.0,3.355,TRY,18.325,1.179,,IST,BERA HOLDING,Bera Holding A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,BERA.IS,,,finmb_28368808,,tr_market,,1.101,,4.662,0.67818356,,,,341600000.0,,,,14.459,,,,1640908800.0,0.04492,1203859072.0,2.82,0.1,-0.13021445,1.1881874,0.5822,1703980800.0,,1656547200.0,,,,,6889354240.0,2.0,,1518652800.0,200:100,,1658275200.0,,3.047,0.9706114,,,,,,,,0.0,,,16.65,16.76,11.6712,0.006006006,0.0,,17.34,,11713955.0,16.65,15.6882,0.1,16.76,,11713955.0,,,0.1,1658275200.0,,,16.7,TRY,6.092199,5634549.0,,,,6075862016.0,,,18851529.0,16.7,17.17,0.0,5634549.0,19.36,,,8.0,17.15,False,0.0055,0.0,17.34,,17.18,https://logo.clearbit.com/beraholding.com.tr,
BIMAS.IS,Consumer Defensive,76886.0,"BIM Birlesik Magazalar A.S., together with its subsidiaries, operates retail stores in Turkey, Morocco, and Egypt. Its stores sell approximately 850 items, including meat, breakfast and dairy, legumes and bakery, and personal care products, as well as beverages, snacks and sweets, fruits and vegetables, frozen foods, and cleaning supplies. As of December 31, 2021, the company operated 10,489 stores. BIM Birlesik Magazalar A.S. was incorporated in 1995 and is headquartered in Istanbul, Turkey.",Istanbul,90 216 564 03 03,Turkey,[],https://www.bim.com.tr,1.0,Ebubekir Cad. No: 73,90 216 311 79 78,Grocery Stores,Sancaktepe,0.07738,0.04579,0.18419,6624288768.0,0.983,0.068119995,7673175040.0,80.7,buy,13222559000.0,2093719936.0,148.9,116.1,1.314,0.906,0.12495,13.0,136.38,109.311,0.62101,172.0,2404748032.0,9843745792.0,99158933504.0,4.022,TRY,165.345,0.363,1.9,IST,BIM MAGAZALAR,BIM Birlesik Magazalar A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,BIMAS.IS,,,finmb_22986030,,tr_market,,0.744,,9.621,0.6235632,,10.6,,597841984.0,,,,14.725,,,,1640908800.0,0.23625,4540460032.0,7.59,1.5,-0.13021445,7.8845496,0.26626,1703980800.0,,1656547200.0,,,439246480.0,0.126068,73822461952.0,2.0,,1574035200.0,2:1,,1670976000.0,,1.311,0.69998187,,,,10.952829,,,,0.0,,,113.7,114.5,82.10575,0.01759015,0.4611,,116.9,,7633901.0,113.7,96.479,2.0,114.5,,7633901.0,,,1.5,1670976000.0,,,114.5,TRY,15.296442,2452948.0,,,,69409456128.0,,,5520997.0,114.5,116.1,0.0,2452948.0,117.0,,3.4,60.0,116.0,False,0.0136,0.0,116.9,,116.1,https://logo.clearbit.com/bim.com.tr,34887
BIOEN.IS,Utilities,428.0,"Biotrend Cevre Ve Enerji Yatirimlari Anonim Sirketi engages in the solid waste management and energy production activities in Turkey. It operates biogas and biomass facilities with an installed power capacity of 55,781 MWe. The company was founded in 2017 and is based in Istanbul, Turkey.",Istanbul,90 216 680 00 00,Turkey,[],https://www.biotrendenerji.com.tr,1.0,Ekinciler Caddesi,,Utilities—Renewable,Erturk Sokak 3 Kavacik Beykoz,0.34393,0.00896,0.30023,-262167360.0,2.08,0.26403,271648896.0,13.1,buy,123336381.0,-526400928.0,13.1,10.73,-0.009,1.247,0.07567,1.0,13.1,247.182,0.0078799995,13.1,72567808.0,1256689280.0,789832960.0,0.147,TRY,1.598,0.409,2.0,IST,BIOTREND CEVRE VE ENERJI,Biotrend Cevre ve Enerji Yatirimlari A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,BIOEN.IS,,,finmb_709515467,,tr_market,,7.236,,21.04,,,,,,,,,1.029,,,,1640908800.0,0.0084,7081292.0,0.014,,-0.13021445,10.427599,0.72222,1703980800.0,,1656547200.0,,,166497387.0,,5715570176.0,2.0,,1637712000.0,333:100,,,,0.024,,,,,,,,,,,,10.82,10.84,,0.0,,,10.93,,,10.82,,0.0,10.84,,,,,,,,,10.71,TRY,766.4285,1024498.0,,,,,,,,10.71,10.75,,1024498.0,10.93,,,10.71,10.73,False,,,10.93,,10.73,https://logo.clearbit.com/biotrendenerji.com.tr,34810
BRYAT.IS,Basic Materials,8.0,"Borusan Yatirim ve Pazarlama A.S. invests in companies operating in steel, automotive, logistics, automotive supply, informatics and telecommunications, and E-commerce industries. The company was incorporated in 1977 and is based in Istanbul, Turkey.",Istanbul,,Turkey,[],https://www.borusanyatirim.com,1.0,Parliament-i Mebusan Caddesi No: 37,,Steel,PÃ¼rtelaÅŸ Hasan Mah. Salipazari Beyoglu,0.0,4.23054,1.0,165903888.0,2.711,0.79241997,,,none,47783263.0,77678032.0,,455.3,7.555,10.075,0.013660001,,,0.383,0.12167,,366263552.0,29026008.0,161969536.0,13.023,TRY,5.759,9.546,,IST,BORUSAN YAT. PAZ.,Borusan Yatirim ve Pazarlama A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,BRYAT.IS,,,finmb_9708612,,tr_market,,75.797,,,0.026728153,,,,27537100.0,,,,269.245,,,,1640908800.0,0.009430001,685219328.0,24.36,5.708317,-0.13021445,1.6910249,0.76769996,1703980800.0,,1656547200.0,,,4254749.0,1.835042,12276823040.0,2.0,,1104710400.0,1:1000,,1650499200.0,,7.555,77.4074,,,,,,,,0.0,,,443.2,444.6,386.166,0.0,0.2343,,459.5,,82569.0,443.2,415.8,0.0,444.6,,82569.0,,,5.71,1650499200.0,,,444.6,TRY,18.690475,58562.0,,,,12537640960.0,,,120668.0,444.6,456.0,0.0,58562.0,468.5,,1.65,308.0,455.3,False,0.0127,0.0,459.5,,455.3,https://logo.clearbit.com/borusanyatirim.com,
BRISA.IS,Consumer Cyclical,3115.0,"Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret A.S. engages in the manufacture and sale of tires in Turkey. The company offers tires for automobiles, light commercial vehicles, buses, trucks, agricultural machineries, and heavy-duty vehicles under the Bridgestone, Lassa, Dayton, Bandag, Firestone, and Kinesis brands; tire retreading services under the Bandag brand name; and batteries under the Energizer brand. It also provides road help services under the Bridgestone Road Friend Hot Line, Lassa Road Help, and Filofix brand names; and tire storage services under the Profleet, Mobilfix, and Tyre Hotel brands, as well as operates the Brisa Academy training channel. The company offers its products and services through approximately 1200 sign boarded sales points under the Otopratik, Propratik, Lastigim, and ProBox brands; and alternative sales channels, such as Bridgestone Box and lastik.com.tr name. The company was formerly known as Lassa Lastik Sanayi ve Ticaret A.S. and changed its name to Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret A.S. in 1988. Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret A.S. was incorporated in 1974 and is headquartered in Istanbul, Turkey.",Istanbul,90 216 544 35 00,Turkey,[],https://www.brisa.com.tr,1.0,KUeCUek Camlica Mahallesi,90 216 544 35 35,Auto Parts,"Sehit Ismail Moray Sokak, No: 2/1 Altunizade, UeskUedar",0.19299,0.14798,0.30491,1487682304.0,1.159,0.16834,1855358848.0,42.7,hold,1999729406.0,410965920.0,44.35,37.88,0.652,1.012,0.09917,2.0,44.35,237.86,0.67476,46.0,3554887424.0,6022419968.0,9613982720.0,11.229,TRY,31.548,0.744,3.0,IST,BRISA,Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,BRISA.IS,,,finmb_879818,,tr_market,,1.516,,7.855,0.6696832,,,,305116992.0,,,,7.859,,,,1640908800.0,0.0061000003,1378387968.0,4.65,2.0279,-0.13021445,4.8199515,0.87253,1703980800.0,,1656547200.0,,,14107020.0,0.985042,14573360128.0,2.0,,1342051200.0,41:1,,1648512000.0,,0.399,1.2021898,,,,,,,,0.0,,,37.44,37.6,32.6674,0.05416667,0.4548,,38.36,,810435.0,37.44,37.6792,2.028,37.6,,810435.0,,,2.03,1648512000.0,,,37.6,TRY,8.146236,487292.0,,,,11557831680.0,,,652166.0,37.6,37.9,0.0,487292.0,41.8,,,20.82,37.86,False,0.053200003,0.0,38.36,,37.88,https://logo.clearbit.com/brisa.com.tr,34662
CCOLA.IS,Consumer Defensive,9868.0,"Coca-Cola Içecek Anonim Sirketi, together with its subsidiaries, engages in bottling and distributing of alcohol-free beverages primarily in Turkey, Pakistan, Central Asia, and the Middle East. It is involved in the production, distribution, and sale of sparkling and still beverages under the Coca-Cola, Coca-Cola Zero, Coca-Cola Zero Sugar, Coca-Cola Light, Fanta, Sprite, Cappy, Sen Sun, Powerade, Monster, Burn, Gladiator, and Fuse tea brand names, as well as Schweppes brand name. The company's product portfolio also includes juices, water, sports and energy drinks, tea, and iced tea. In addition, it engages in the production and filling of natural spring water under the Damla name. Further, the company sells its products online. The company was incorporated in 1990 and is headquartered in Istanbul, Turkey. Coca-Cola Içecek Anonim Sirketi is a subsidiary of Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi.",Istanbul,90 216 528 40 00,Turkey,[],https://www.cci.com.tr,1.0,OSB Mahallesi Deniz Feneri Sokak No: 4,90 216 510 70 12,Beverages—Non-Alcoholic,Dudullu Ümraniye,0.20041001,0.08428001,0.32987,4306646016.0,1.523,0.16203,7158197248.0,48.02,buy,7632721000.0,-20917624.0,187.0,154.4,0.71,1.437,0.095869996,13.0,181.53,99.027,0.22306,237.0,10939084800.0,18620997632.0,35717505024.0,43.004,TRY,140.415,1.054,1.8,IST,COCA COLA ICECEK,Coca-Cola Içecek Anonim Sirketi,Europe/Istanbul,TRST,False,10800000,,EQUITY,CCOLA.IS,,,finmb_9934711,,tr_market,,1.441,,7.19,0.7114754,,18.17,,254371008.0,,,,64.381,,,,1640908800.0,0.078990005,3010187008.0,11.69,2.359999,-0.13021445,2.3982232,0.71878,1703980800.0,,1656547200.0,,,71534151.0,0.780769,51469770752.0,2.0,,1104710400.0,1:1000,,1652832000.0,,0.71,1.1131237,,,,8.497523,,,,0.0,,,154.6,154.7,122.268,0.015265199,0.19940001,,155.6,,321646.0,154.6,148.94,2.36,154.7,,321646.0,,,2.36,1652832000.0,,,153.9,TRY,13.20787,206098.0,,,,39758000128.0,,,325930.0,153.9,154.4,0.0,206098.0,168.6,,2.12,77.4,154.2,False,0.0143,0.0,155.6,,154.4,https://logo.clearbit.com/cci.com.tr,34776
CEMAS.IS,Industrials,514.0,"Çemas Döküm Sanayi A.S. provides alloyed grinding products for the cement and mining industries. It offers gear and transmission boxes, axe cases, and hydraulic body products; front gear body and spring connection parts; and differential body products, exhaust manifold gaskets, brackets, supports, brake discs and thimbles, clutch pressure plates and frames, suspension arms, ball joints, steering connection plates, flywheels, flywheel bodies and covers, crankshafts, water pump bodies and components, air conditioner parts, drums, hubs, motor connection clamps, spring bearings, motor caps, front supports, planet gears, and brake pistons, as well as thermostat, regulator, and balancing bodies. The company also produces cast parts for use in the machining and assembly of white goods. In addition, it offers nodular and grey iron, and machining parts for industrial, marine, construction, compressor, hydraulic pump, heavy construction equipment, and other sectors. The company was incorporated in 1976 and is based in Kirsehir, Turkey.",Kirsehir,90 386 234 80 80,Turkey,[],https://www.cemas.com.tr,1.0,Ankara asfalti 12.km.,90 386 234 83 49,Metal Fabrication,,0.17525999,0.79149,0.20231001,201000816.0,1.562,0.14187999,93090776.0,,none,59100776.0,-211970512.0,,1.46,7.174,5.374,0.03873,,,,0.39090002,,375552448.0,0.0,531172256.0,0.475,TRY,0.672,4.531,,IST,CEMAS DOKUM,Çemas Döküm Sanayi A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,CEMAS.IS,,,finmb_43888805,,tr_market,,1.537,,8.771,0.17213118,,,,791000000.0,,,,1.601,,,,1640908800.0,0.00075999997,420416320.0,0.44,,-0.13021445,0.9119301,0.18,1703980800.0,,1656547200.0,,,711235560.0,,816520704.0,4.0,,,,,,,7.174,2.1741724,,,,,,,,0.0,,,1.41,1.42,1.2243,0.0,0.0,,1.47,,57600339.0,1.41,1.292,0.0,1.42,,57600339.0,,,,,,,1.42,TRY,3.318182,25186990.0,,,,1154860032.0,,,41484590.0,1.42,1.46,0.0,25186990.0,1.6,,,0.99,1.45,False,,0.0,1.47,,1.46,https://logo.clearbit.com/cemas.com.tr,40100
CIMSA.IS,Basic Materials,1136.0,"Çimsa Çimento Sanayi ve Ticaret A.S. produces and sells cement, clinker, and ready-mix concrete in Turkey. The company's products include grey, white, and calcium aluminate cement. It also exports cement. The company was founded in 1972 and is headquartered in Istanbul, Turkey. Çimsa Çimento Sanayi ve Ticaret A.S. operates as a subsidiary of Haci Ömer Sabanci Holding A.S.",Istanbul,90 216 651 53 00,Turkey,[],https://www.cimsa.com.tr,1.0,Allianz Tower Küçükbakkalköy Mah,90 216 651 14 15,Building Materials,Kayisdagi Cad. No:1 Kat:23-24 Atasehir,0.17493,0.24896999,0.17875999,192446112.0,1.235,0.15373,996900224.0,39.14,buy,712206355.0,-909693120.0,45.22,57.4,1.046,0.937,0.08771,2.0,45.22,63.704,0.50008,51.3,646755520.0,2295631872.0,5698852352.0,4.788,TRY,42.187,0.506,2.5,IST,CIMSA,Çimsa Çimento Sanayi ve Ticaret A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,CIMSA.IS,,,finmb_878879,,tr_market,,1.521,,8.697,1.1458492,,11.05,,135084000.0,,,,24.318,,,,1640908800.0,0.01722,1418838144.0,7.26,1.480555,-0.13021445,2.3603914,0.63519,1703980800.0,,1656547200.0,,,49280155.0,1.243162,8670372864.0,2.0,,1104710400.0,1:1000,,1648684800.0,,1.046,1.3605936,,1.43,,5.19457,,,,0.0,,,56.55,57.0,35.6352,0.026189212,0.204,,58.0,,2910354.0,56.55,41.2976,1.481,57.0,,2910354.0,,,1.48,1648684800.0,,,56.15,TRY,7.906336,961894.0,,,,7753821696.0,,,2711480.0,56.15,57.5,0.0,961894.0,58.1,,,24.88,57.45,False,0.0298,0.0,58.0,,57.4,https://logo.clearbit.com/cimsa.com.tr,34750
DOHOL.IS,Industrials,4065.0,"Dogan Sirketler Grubu Holding A.S., together with its subsidiaries, engages in the fuel retail, electricity production, industry and trade, automotive sales and marketing, financing and investment, internet and entertainment, and real estate investment in Turkey. The company engages in the sale and distribution of petroleum products; production and trading of electricity from water, wind, and solar; producing steel rope, industrial galvanized wire, industrial spring wire, patented wire and concrete bundles used in cranes, construction, oil and mining, ships, elevators, transportation vehicles, agricultural vehicles, and other areas; manufacturing steering and suspension systems parts for various vehicles; import and trade of paper and printing mold materials, as well as paper, cardboard, and packaging products; and provision of raw material supply services. It is also involved in sale activities of motorcycle and marine products; marketing business; mortgage and financing services; factoring services, such as collection, financing, and intelligence; transaction banking and investment banking services; developing start-ups and SMEs; rental, purchase, and sale of real estates; publishes newspapers, magazines, and books; offers actor management, casting agency, and video production; broadcasts network; publishes and broadcasts radio; and operation of netd.com, a video content platform, as well as hurriyetemlak.com, a real estate portal. In addition, the company engages in sale of books through its stores, as well as online. Further, it offers marine tourism services. The company was incorporated in 1980 and is based in Istanbul, Turkey.",Istanbul,90 216 556 90 00,Turkey,[],https://www.doganholding.com.tr,1.0,Burhaniye Mahallesi,90 216 556 92 00,Conglomerates,Kisikli Caddesi No: 65 Üsküdar,0.14269,0.16529,0.15689999,495888992.0,1.939,0.13016,4050447104.0,,none,2438723000.0,-4398744064.0,,5.39,5.959,1.872,0.08886,,,58.817,0.36324,,12319727616.0,10969731072.0,28386111488.0,4.761,TRY,10.949,1.334,,IST,DOGAN HOLDING,Dogan Sirketler Grubu Holding A.S.,Europe/Istanbul,TRST,False,10800000,,EQUITY,DOHOL.IS,,,finmb_20394067,,tr_market,,0.511,,3.58,1.0923078,,0.07,,2590040064.0,,,,6.123,,,,1640908800.0,0.0435,4692018176.0,1.81,0.126102,-0.13021445,0.8802874,0.58149,1703980800.0,,1656547200.0,,,926077757.0,0.567094,14499493888.0,2.0,,1231718400.0,163:100,,1654128000.0,,5.928,0.49180093,,,,77.0,,,,0.0,,,5.25,5.31,3.56285,0.024,0.069699995,,5.45,,229845426.0,5.25,4.2414,0.126,5.31,,229845426.0,,,0.13,1654128000.0,,,5.3,TRY,2.9779005,76401894.0,,,,13960315904.0,,,158897316.0,5.3,5.4,0.0,76401894.0,5.71,,,2.44,5.39,False,0.025,0.0,5.45,,5.39,https://logo.clearbit.com/doganholding.com.tr,34676
